"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
"from:0,to:1,operator:conv2D from:1,to:2,operator:average_pooling2D from:2,to:3,operator:conv2D from:3,to:4,operator:average_pooling2D from:4,to:5,operator:identity from:5,to:6,operator:identity from:6,to:7,operator:identity from:7,to:8,operator:identity from:8,to:9,operator:identity "
